"","Text"
"87","SANDERS:</p><p>Let me put those proposals-- and you're absolutely right.  That is what I wanna do.  That is what has to happen if we're gonna revitalize and rebuild the crumbling middle class.  In the last 30 years there has been a massive redistribution of wealth.  And I know that term gets my Republican friends nervous.</p><p>The problem is this redistribution has gone in the wrong direction.  Trillions of dollars have gone to the middle class and working families to the top 1/10 of 1% who have doubled the percentage of wealth (UNINTEL).  Yes, I do believe that we must end corporate loopholes such that major corporations year after year pay virtually zero in federal income tax because they're stashing their money in the Cayman Islands.</p><p>Yes, I do believe there must be a tax on Wall Street speculation.  We bailed out Wall Street.  It is their time to bail out the middle class.  Help our kids be able to go to college tuition free.  So we pay for this by do demanding that the wealthiest people and the largest corporation who </p><p>QUESTION #3:</p><p>Well, let's get specific, how high would you go?  You said before you'd go above 50%.  How high?</p><p>BERNIE "
"88","SANDERS:</p><p>We haven't come up with an exact number yet.  But it will not be as high as the number under Dwight D. Eisenhower which was 90%.  But it will be-- (LAUGHTER)</p><p>(OVERTALK)</p><p>BERNIE "
"89","SANDERS:</p><p>I'm not a socialist compared to Eisenhower.  (LAUGHTER) But-- (CHEERING) but-- but we are gonna end the absurdity as Warren Buffet often reminds us--</p><p>MARTIN O'"
"90","MALLEY:</p><p>That's right.</p><p>BERNIE "
"91","SANDERS:</p><p>--that billionaires pay an effective tax rate lower than nurses or truck drivers.  That makes no sense at all.  There has to be real tax reform and the wealthiest (UNINTEL) corporations will pay when I'm president.</p><p>MARTIN O'"
"92","MALLEY:</p><p>I mean, (UNINTEL) under Ronald Raegan's first term the highest marginal rate was 70%.  And in talking to a lot of our neighbors who are in that super wealthy millionaire and billionaire category great numbers of them love their country enough to do more again in order to create more opportunity for America's middle class.</p><p>QUESTION #3:</p><p>Secretary Clinton, Americans say that health care costs and wages are their top financial concerns.  And health care deductibles alone have risen 67% over the past five years.  Is this something that Obamacare was designed to address?  And if not, why not?</p><p>HILLARY "
"93","CLINTON:</p><p>Well, look, I believe that we've made great progress as a country with the Affordable Care Act.  We've been struggling to get this done since Harry Truman.  And it was not only a great accomplishment to the Democratic Party but of President Obama.</p><p>I do think that it's important to defend it.  The Republicans have voted to repeal it nearly 60 times.  They would like to rip it up and start all over again, throw our nation back into this really contentious debate that we've had about health care for quite some time now.</p><p>I wanna build on and improve the Affordable Care Act.  I would certainly tackle the cost issues because I think that once the foundation was laid with a system to try to get as many people as possible into it, to end insurance discrimination against people with pre-existing conditions or women, for example, that, yes, we were gonna have to figure out how to get more competition in the insurance market, how to get the cost of particularly prescription drugs but other out of pocket expenses down.</p><p>But I think it's important to understand there's a significant difference that I have with Senator Sanders about how best to provide quality affordable health care for everyone.  And it's-- it's a worthy debate.  It's an important one that we should--</p><p>QUESTION #3:</p><p>Is it--</p><p>HILLARY "
"94","CLINTON:</p><p>--be engaged in.</p><p>QUESTION #3:</p><p>--it is a worthy debate.  Senator Sanders, a quick response and then we'll get-- into health care again later.</p><p>BERNIE "
"95","SANDERS:</p><p>I am on the committee that helped write the Affordable Care Act.  We have made some good progress.  Now what we have to take on is the pharmaceutical industry that is ripping off the American people every single day.  I am proud that I was the first member of Congress to take American (UNINTEL) Canadian border to buy breast cancer drugs for 1/10 the price they were paying in the United States.</p><p>But at the end of the day no doubt the Affordable Care Act is a step forward.  I think we all support it.  I believe we've gotta go further.  I wanna end the international embarrassment of the United States of America being the only major country on earth that doesn't guarantee health care to all people as a right, not a privilege.</p><p>(CHEERING) Also-- also what we should be clear about is we end up spending-- I think the secretary knows this-- far more per capita on health care than any other major country and our outcomes-- health care outcomes are not necessarily--</p><p>MARTIN O'"
"96","MALLEY:</p><p>All right, Nancy, I really--</p><p>(OVERTALK)</p><p>MARTIN O'"
"97","MALLEY:</p><p>--particularly found a way to reduce--</p><p>JOHN "
"98","Mods:</p><p>Governor.</p><p>MARTIN O'"
"99","MALLEY:</p><p>--hospital costs.  So whenever we--</p><p>JOHN "
"100","Mods:</p><p>Governor, you're breaking the rules.</p><p>(OVERTALK)</p><p>JOHN "
"101","Mods:</p><p>I'm sorry, we're gonna have to cut for a commercial.  We'll be right back here from Drake University in Des Moines, Iowa.</p><p>MARTIN O'"
"102","MALLEY:</p><p>Thank you.  (APPLAUSE)</p><p>HILLARY "
"103","CLINTON:</p><p>It cannot be an American fight.  We will support those who take the fight to ISIS.</p><p>MARTIN O'"
"104","MALLEY:</p><p>This actually is America's fight.  It cannot solely be America's fight.</p><p>(COMMERCIAL BREAK)</p><p>JOHN "
"105","Mods:</p><p>There's a lot of presidential history here in Iowa.  It holds the first in the nation Caucasus.  Herbert Hoover was born in West Branch.  And tonight we're in Pope County for our 11th president with three people who hope to be number 45.  Joining me now to question them are Iowan Keven Cooney of KCCI and Kathie Obradovich of the Decides Moines Register, Kevin.</p><p>KEVIN "
"106","KOONEY:</p><p>Thanks John.  Candidates, we've already-- heard your answers on what you would do with Syrian refugees.  With a crucial part of the immigration debate here at home controlling our own borders.  Republican say the borders, security borders is a top priority.  Democrats say they wanna plan for comprehensive integration reform.  So Governor O'Malley, are you willing to compromise on this particular issue to focus on border security first if they were keeping the country safe?</p><p>MARTIN O'"
