"","Text"
"106","CHRISTIE:  Let me tell you something, you go...</p><p>   "
"107","PAUL:  Get a judge to sign the warrant!  </p><p>   "
"108","CHRISTIE:  When you -- you know, senator... </p><p>   (CROSSTALK)  </p><p>   "
"109","Mods:  Governor Christie, make your point.  </p><p>   "
"110","CHRISTIE:  Listen, senator, you know, when you're sitting in a subcommittee, just blowing hot air about this, you can say things like that.  </p><p>   (APPLAUSE)</p><p>   When you're responsible for protecting the lives of the American people, then what you need to do is to make sure...  </p><p>   "
"111","PAUL:  See, here's the problem.  "
"112","CHRISTIE:  ...is to make sure that you use the system (ph) the way it's supposed to work.  </p><p>   "
"113","PAUL:  Here's the problem, governor.  Here's the problem, governor.  You fundamentally misunderstand the Bill of Rights.  </p><p>   Every time you did a case, you got a warrant from a judge.  I'm talking about searches without warrants...  </p><p>   "
"114","CHRISTIE:  There is no...  </p><p>   "
"115","PAUL:  ...indiscriminately, of all Americans' records, and that's what I fought to end.  </p><p>   I don't trust President Obama with our records.  I know you gave him a big hug, and if you want to give him a big hug again, go right ahead.  </p><p>   (APPLAUSE)  </p><p>   "
"116","Mods:  Go ahead, governor.  </p><p>   "
"117","CHRISTIE:  And you know -- you know, Senator Paul?  Senator Paul, you know, the hugs that I remember are the hugs that I gave to the families who lost their people on September 11th.  </p><p>   Those are the hugs I remember, and those had nothing to do -- and those had nothing to do with politics, unlike what you're doing by cutting speeches on the floor of the Senate, then putting them on the Internet within half an hour to raise money for your campaign...  </p><p>   "
"118","Mods:  Alright.  </p><p>   "
"119","CHRISTIE:  ...and while still putting our country at risk.  </p><p>   (CROSSTALK) </p><p>   "
"120","Mods:  Alright, we've gotta cut it off there.  </p><p>   We have plenty more we want to get to.  That was an interesting exchange, thank you for that.  </p><p>   "
"121","CHRISTIE:  You know what, Megyn, can I... </p><p>   "
"122","Mods:  Well, I want to move on, because I have -- we're gonna get to you, governor, but I -- I really wanna get to a Facebook questioner.  His name is Alex Chalgren, and he has the following question:  </p><p>   (BEGIN VIDEO CLIP)</p><p>   "
"123","QUESTION:  My question is, how would the candidates stop the treacherous actions of ISIS -- ISIL and its growing influence in the U.S., if they were to become president?  </p><p>   (END VIDEO CLIP)  "
"124","Mods:  Senator Cruz, I wanna talk to you about this, because many of the Facebook users and -- and -- the -- the folks on Facebook wanted the candidates to speak to ISIS tonight.  </p><p>   You asked the chairman of the joint chiefs a question: ""What would it take to destroy ISIS in 90 days?""  He told you ""IISIS will only be truly destroyed once they are rejected by the populations in which they hide.""  And then you accused him of pushing Medicaid for the Iraqis.  </p><p>   How would you destroy ISIS in 90 days?   </p><p>   "
"125","CRUZ:  Megyn, we need a commander in chief that speaks the truth. We will not defeat radical Islamic terrorism so long as we have a president unwilling to utter the words, ""radical Islamic terrorism"".</p><p>   (APPLAUSE)</p><p>   When I asked General Dempsey, the chairman of the joint chiefs, what would be required militarily to destroy ISIS, he said there is no military solution.  We need to change the conditions on the ground so that young men are not in poverty and susceptible to radicalization. That, with all due respect, is nonsense.</p><p>   It's the same answer the State Department gave that we need to give them jobs.  What we need is a commander in chief that makes -- clear, if you join ISIS, if you wage jihad on America, then you are signing your death warrant.</p><p>   "
"126","Mods:  You don't see it as...</p><p>   (APPLAUSE)</p><p>   "
"127","Mods:  ...an ideological problem -- an ideological problem in addition to a military one?</p><p>   (APPLAUSE)</p><p>   "
"128","CRUZ:  Megyn, of course it's an ideological problem, that's one of the reasons I introduce the Expatriate Terrorist Act in the Senate that said if any American travels to the Middle East and joining ISIS, that he or she forfeits their citizenship so they don't use a passport to come back and wage jihad on Americans.</p><p>   (APPLAUSE)</p><p>   "
"129","CRUZ:  Yes, it is ideological, and let me contrast President Obama, who at the prayer breakfast, essentially acted as an apologist. He said, ""Well, gosh, the crusades, the inquisitions--""</p><p>   We need a president that shows the courage that Egypt's President al-Sisi, a Muslim, when he called out the radical Islamic terrorists who are threatening the world.</p><p>   (APPLAUSE)</p><p>   "
"130","Mods:  Governor Bush, for days on end in this campaign, you struggled to answer a question about whether knowing what we know now...</p><p>   "
"131","BUSH:  ...I remember...</p><p>   "
"132","Mods:  ...we would've invaded Iraq...</p><p>   "
"133","BUSH: ...I remember, Megyn.</p><p>   (LAUGHTER)</p><p>   "
"134","Mods:  I remember it too, and ISIS, of course, is now thriving there.</p><p>   You finally said, ""No.""</p><p>   To the families of those who died in that war who say they liberated and deposed a ruthless dictator, how do you look at them now and say that your brother's war was a mistake?  "
"135","BUSH: Knowing what we know now, with faulty intelligence, and not having security be the first priority when -- when we invaded, it was a mistake. I wouldn't have gone in. However, for the people that did lose their lives, and the families that suffer because of it -- I know this full well because as governor of the state of Florida, I called every one of them; every one of them that I could find to tell them that I was praying for them, that I cared about them, and it was really hard to do.</p><p>   And, every one of them said that their child did not die in vain, or their wife, of their husband did not die in vain.</p><p>   So, why it was difficult for me to do it was based on that. Here's the lesson that we should take from this, which relates to this whole subject, Barack Obama became president, and he abandoned Iraq. He left, and when he left Al Qaida was done for.  ISIS was created because of the void that we left, and that void now exists as a caliphate the size of Indiana.</p><p>   To honor the people that died, we need to -- we need to --- stop the -- Iran agreement, for sure, because the Iranian mullahs have their blood on their hands, and we need to take out ISIS with every tool at our disposal.</p><p>   (APPLAUSE)</p><p>   "
"136","Mods:  Governor Walker, in February you said that we needed to gain partners in the Arab world.  Which Arab country not already in the U.S. led coalition has potential to be our greatest partner?</p><p>   "
